order_id,customer_id,order_date,status,region_code
55,117,2023-06-01 08:42:55,DELIVERED,SOUTH
56,3,2024-06-14 06:42:56,DELIVERED,EAST
57,561,2025-03-21 21:00:52,DELIVERED,NORTH
58,47,2023-09-13 00:09:20,DELIVERED,WEST
59,110,2024-01-31 00:35:33,DELIVERED,SOUTH
60,124,2024-09-02 08:14:34,SHIPPED,SOUTH
61,347,2023-06-17 09:47:53,DELIVERED,NORTH
62,127,2024-11-30 20:01:43,DELIVERED,CENTRAL
63,517,2023-07-29 03:35:39,RETURNED,NORTH
64,544,2023-03-17 10:52:50,DELIVERED,WEST
65,600,2025-01-20 05:00:30,RETURNED,SOUTH
66,593,2023-09-27 18:09:04,DELIVERED,SOUTH
67,107,2024-08-24 19:31:36,DELIVERED,CENTRAL
68,330,2025-02-22 02:35:14,CANCELLED,WEST
69,255,2024-03-01 00:23:37,DELIVERED,EAST
70,302,2024-12-04 11:18:41,CANCELLED,SOUTH
71,423,2025-07-24 23:44:22,DELIVERED,CENTRAL
72,307,2025-12-25 17:36:12,DELIVERED,EAST
73,,2025-05-09 23:00:59,DELIVERED,SOUTH
74,215,2025-08-27 14:39:15,DELIVERED,EAST
75,136,2025-10-06 20:58:37,RETURNED,SOUTH
76,516,2025-04-22 17:32:53,DELIVERED,EAST
77,119,2024-07-01 04:22:37,DELIVERED,CENTRAL
78,585,2025-11-02 00:00:00,DELIVERED,CENTRAL
79,293,2024-10-18 03:42:18,CANCELLED,CENTRAL
80,110,2023-02-09 06:12:49,DELIVERED,NORTH
81,58,2023-11-07 12:54:08,SHIPPED,SOUTH
82,294,2025-11-27 14:38:17,SHIPPED,NORTH
83,303,2023-11-13 21:42:17,DELIVERED,NORTH
84,368,2024-12-04 01:56:46,PLACED,CENTRAL
85,230,2025-10-02 06:21:41,DELIVERED,SOUTH
86,524,2025-12-17 09:33:05,SHIPPED,NORTH
87,391,2024-08-25 01:05:04,DELIVERED,EAST
88,566,2023-03-25 13:53:28,PLACED,EAST
89,208,2025-08-22 00:13:00,CANCELLED,WEST
90,231,2025-09-11 13:20:51,DELIVERED,EAST
91,560,2025-07-26 07:53:49,SHIPPED,SOUTH
92,302,2024-11-28 05:01:59,SHIPPED,NORTH
93,192,2023-09-27 23:33:07,DELIVERED,NORTH
94,387,2023-03-05 00:00:00,DELIVERED,CENTRAL
95,271,2023-07-22 01:13:54,SHIPPED,EAST
96,6,2024-05-28 12:16:26,DELIVERED,SOUTH
97,41,2023-08-27 18:28:38,RETURNED,CENTRAL
98,53,2025-08-29 11:21:32,DELIVERED,EAST
99,503,2025-06-08 14:56:44,DELIVERED,NORTH
100,326,2025-03-27 04:08:52,SHIPPED,SOUTH
101,534,2023-04-16 21:48:10,DELIVERED,SOUTH
102,426,2025-04-23 15:29:44,DELIVERED,NORTH
103,358,2023-12-10 14:51:43,CANCELLED,EAST
104,340,2024-07-14 11:31:04,SHIPPED,CENTRAL
105,544,2025-01-07 15:57:32,RETURNED,NORTH
106,118,2025-11-05 03:50:01,SHIPPED,SOUTH
107,250,2023-03-03 22:43:53,DELIVERED,EAST
108,391,2023-06-26 02:53:24,DELIVERED,CENTRAL
109,290,2023-02-08 09:05:46,RETURNED,EAST
110,527,2025-03-01 00:00:00,DELIVERED,NORTH
111,304,2025-10-09 00:00:00,SHIPPED,CENTRAL
112,85,2023-05-30 01:30:54,SHIPPED,CENTRAL
113,547,2023-01-12 09:18:14,DELIVERED,SOUTH
114,219,2025-11-30 17:45:26,DELIVERED,NORTH
115,211,2025-04-15 08:55:48,CANCELLED,WEST
116,74,2025-12-01 17:33:25,SHIPPED,WEST
117,,2024-05-30 07:14:44,PLACED,NORTH
118,56,2023-10-04 12:01:43,DELIVERED,CENTRAL
119,73,2025-06-12 00:00:00,CANCELLED,EAST
120,418,2024-08-25 18:54:14,DELIVERED,WEST
121,444,2024-05-06 12:24:19,PLACED,NORTH
122,548,2023-01-10 03:55:40,DELIVERED,CENTRAL
123,65,2025-06-28 17:02:57,PLACED,NORTH
124,367,2025-02-20 03:07:13,PLACED,EAST
125,89,2024-03-13 07:43:51,DELIVERED,WEST
126,391,2024-09-05 18:53:23,CANCELLED,NORTH
127,486,2023-08-31 20:09:41,DELIVERED,SOUTH
128,401,2025-04-27 18:04:58,SHIPPED,SOUTH
129,306,2025-11-18 03:09:56,CANCELLED,EAST
130,12,2025-05-09 20:52:38,CANCELLED,SOUTH
131,,2023-07-11 10:32:23,PLACED,CENTRAL
132,404,2025-04-14 10:28:47,DELIVERED,NORTH
133,313,2023-11-23 07:20:21,DELIVERED,EAST
134,217,2024-10-03 00:00:00,RETURNED,CENTRAL
135,146,2023-09-08 00:48:48,SHIPPED,CENTRAL
136,259,2023-10-29 21:00:23,PLACED,CENTRAL
137,56,2025-05-02 14:39:09,DELIVERED,CENTRAL
138,75,2024-03-27 12:19:00,DELIVERED,EAST
139,101,2023-11-03 16:15:40,DELIVERED,WEST
140,339,2024-07-08 19:04:59,PLACED,SOUTH
141,103,2024-03-18 22:40:59,DELIVERED,SOUTH
142,326,2025-01-24 18:13:10,DELIVERED,CENTRAL
143,314,2025-12-13 05:59:34,DELIVERED,CENTRAL
144,581,2024-07-20 05:18:00,CANCELLED,WEST
145,173,2023-01-08 12:08:44,SHIPPED,SOUTH
146,447,2024-03-05 00:00:00,CANCELLED,SOUTH
147,340,2025-01-15 13:58:51,DELIVERED,EAST
148,313,2025-01-26 11:36:32,DELIVERED,SOUTH
149,84,2024-03-11 22:07:13,CANCELLED,SOUTH
150,552,2023-11-02 03:30:47,SHIPPED,NORTH
151,78,2023-01-29 22:35:15,CANCELLED,NORTH
152,596,2025-06-18 06:59:08,DELIVERED,CENTRAL
153,218,2023-02-26 22:38:46,DELIVERED,CENTRAL
154,553,2025-01-03 09:18:39,DELIVERED,SOUTH
155,375,2024-09-01 17:23:56,SHIPPED,CENTRAL
156,298,2023-07-27 23:27:18,DELIVERED,CENTRAL
157,93,2024-09-08 09:13:22,DELIVERED,NORTH
158,245,2025-08-11 20:55:13,DELIVERED,CENTRAL
159,144,2024-11-24 04:18:14,SHIPPED,CENTRAL
160,580,2025-10-21 08:42:35,CANCELLED,SOUTH
161,496,2024-07-11 08:52:02,PLACED,WEST
162,238,2023-04-08 15:38:02,SHIPPED,SOUTH
163,44,2025-11-04 14:40:40,SHIPPED,EAST
164,398,2024-12-30 14:43:27,RETURNED,NORTH
165,41,2025-10-04 10:45:18,SHIPPED,CENTRAL
166,281,2024-02-14 00:00:00,DELIVERED,CENTRAL
167,179,2024-08-08 02:53:11,DELIVERED,EAST
168,80,2025-03-13 14:35:20,SHIPPED,SOUTH
169,529,2024-09-22 10:53:38,DELIVERED,EAST
170,499,2025-01-18 22:22:00,CANCELLED,NORTH
171,514,2023-08-04 21:06:50,DELIVERED,SOUTH
172,79,2025-03-10 07:29:20,DELIVERED,SOUTH
173,154,2023-10-18 08:20:55,SHIPPED,CENTRAL
174,122,2025-10-23 23:57:14,SHIPPED,EAST
175,117,2025-01-18 00:14:30,DELIVERED,WEST
176,216,2025-07-06 18:16:52,SHIPPED,WEST
177,23,2024-01-14 12:41:15,PLACED,CENTRAL
178,165,2023-07-29 06:52:35,DELIVERED,NORTH
179,587,2023-08-17 03:31:40,PLACED,EAST
180,185,2025-03-13 13:45:39,RETURNED,CENTRAL
181,578,2025-09-17 00:00:00,PLACED,EAST
182,88,2023-12-03 11:11:16,DELIVERED,WEST
183,494,2023-09-22 00:00:00,SHIPPED,WEST
184,147,2025-06-24 02:37:20,CANCELLED,SOUTH
185,524,2024-02-15 22:02:47,SHIPPED,EAST
186,465,2025-07-15 16:22:32,DELIVERED,SOUTH
187,388,2024-08-21 19:03:38,PLACED,NORTH
188,208,2025-03-23 00:05:28,CANCELLED,CENTRAL
189,430,2023-08-21 08:02:43,DELIVERED,SOUTH
190,488,2025-08-12 23:28:22,DELIVERED,CENTRAL
191,516,2023-07-02 13:19:45,PLACED,SOUTH
192,553,2023-01-02 20:44:48,CANCELLED,WEST
193,535,2024-10-15 12:14:13,DELIVERED,NORTH
194,543,2024-10-28 08:38:55,SHIPPED,WEST
195,391,2024-06-28 12:15:04,DELIVERED,CENTRAL
196,101,2024-10-22 23:23:40,PLACED,WEST
197,239,2023-05-11 04:56:45,SHIPPED,CENTRAL
198,419,2024-02-05 11:39:58,SHIPPED,NORTH
199,592,2025-03-22 17:43:36,PLACED,NORTH
200,385,2025-10-13 00:00:00,SHIPPED,EAST
201,419,2024-07-16 18:23:48,PLACED,WEST
202,600,2024-01-30 00:06:48,SHIPPED,CENTRAL
203,434,2025-05-27 04:25:56,DELIVERED,EAST
204,407,2023-11-13 10:15:00,DELIVERED,CENTRAL
205,495,2023-10-05 15:08:58,DELIVERED,CENTRAL
206,496,2024-01-30 05:30:58,RETURNED,CENTRAL
207,353,2025-12-31 22:44:43,DELIVERED,SOUTH
208,122,2023-12-23 22:29:42,DELIVERED,SOUTH
209,103,2023-11-30 03:34:44,DELIVERED,EAST
210,,2025-05-05 06:58:08,DELIVERED,NORTH
211,165,2024-08-27 00:00:00,RETURNED,NORTH
212,94,2023-08-14 18:14:12,DELIVERED,CENTRAL
213,446,2023-05-17 22:07:23,PLACED,SOUTH
214,380,2023-05-05 08:05:51,DELIVERED,WEST
215,411,2025-08-11 18:17:46,DELIVERED,EAST
216,59,2023-09-30 06:34:52,DELIVERED,WEST
217,11,2023-11-10 08:11:27,CANCELLED,CENTRAL
218,293,2023-10-30 12:40:32,PLACED,CENTRAL
219,523,2025-03-12 06:55:33,DELIVERED,CENTRAL
220,174,2025-11-13 01:27:01,PLACED,SOUTH
221,1,2023-09-02 13:57:58,PLACED,EAST
222,,2024-09-12 11:58:02,DELIVERED,WEST
223,416,2025-06-29 10:39:08,SHIPPED,NORTH
224,71,2023-05-21 01:37:36,DELIVERED,CENTRAL
225,597,2024-06-24 17:55:53,SHIPPED,EAST
226,232,2025-07-30 22:51:58,RETURNED,WEST
227,414,2025-06-12 02:04:34,PLACED,SOUTH
228,417,2025-02-25 09:55:27,PLACED,NORTH
229,516,2024-04-02 02:30:11,SHIPPED,NORTH
230,526,2024-02-05 07:30:20,CANCELLED,CENTRAL
231,257,2025-12-14 09:20:54,DELIVERED,WEST
232,577,2025-01-21 07:01:45,DELIVERED,EAST
233,470,2025-11-24 19:41:28,DELIVERED,CENTRAL
234,29,2025-01-18 17:09:00,PLACED,NORTH
235,392,2025-09-11 08:37:26,DELIVERED,SOUTH
236,236,2024-05-05 11:17:36,DELIVERED,EAST
237,529,2025-04-12 02:33:02,PLACED,EAST
238,255,2024-03-22 06:55:55,PLACED,EAST
239,78,2025-05-11 11:10:42,RETURNED,WEST
240,322,2024-07-03 04:50:57,SHIPPED,CENTRAL
241,276,2023-10-11 22:41:53,RETURNED,SOUTH
242,511,2023-11-07 00:00:00,SHIPPED,SOUTH
243,272,2023-11-18 05:15:58,SHIPPED,SOUTH
244,365,2023-08-31 07:56:10,DELIVERED,NORTH
245,81,2025-11-15 20:06:07,RETURNED,WEST
246,7,2025-04-21 00:00:00,RETURNED,WEST
247,381,2025-08-22 04:09:38,SHIPPED,CENTRAL
248,282,2025-02-01 10:32:59,SHIPPED,CENTRAL
249,287,2024-09-10 02:01:22,SHIPPED,CENTRAL
250,132,2023-03-26 02:47:24,DELIVERED,WEST
251,490,2025-04-20 01:17:25,PLACED,EAST
252,404,2025-12-02 04:33:33,DELIVERED,WEST
253,124,2025-12-20 16:26:39,DELIVERED,EAST
254,9,2023-01-19 08:40:50,DELIVERED,WEST
255,595,2023-06-06 12:09:04,SHIPPED,CENTRAL
256,266,2023-10-18 17:32:55,DELIVERED,SOUTH
257,276,2025-01-02 05:01:43,RETURNED,EAST
258,375,2023-10-13 16:47:55,DELIVERED,SOUTH
259,430,2025-12-24 12:27:36,DELIVERED,EAST
260,411,2024-03-10 09:20:40,DELIVERED,CENTRAL
261,135,2025-06-13 14:50:13,DELIVERED,NORTH
262,277,2024-01-02 07:27:14,DELIVERED,WEST
263,201,2023-08-15 00:00:00,CANCELLED,SOUTH
264,485,2023-01-16 03:13:08,SHIPPED,WEST
265,138,2025-09-06 00:00:00,DELIVERED,EAST
266,499,2024-04-11 00:00:00,SHIPPED,CENTRAL
267,49,2024-09-10 21:29:58,PLACED,SOUTH
268,62,2023-12-01 17:12:14,CANCELLED,WEST
269,99,2024-11-29 19:48:11,DELIVERED,EAST
270,370,2024-07-13 17:12:10,DELIVERED,EAST
271,353,2023-01-31 19:30:53,DELIVERED,EAST
272,204,2025-06-15 02:40:00,DELIVERED,CENTRAL
273,179,2024-03-18 02:58:57,DELIVERED,CENTRAL
274,500,2024-11-25 06:45:44,CANCELLED,WEST
275,294,2024-12-21 00:00:00,DELIVERED,SOUTH
276,172,2025-09-22 02:34:39,CANCELLED,EAST
277,432,2025-09-07 15:34:42,DELIVERED,WEST
278,74,2023-05-03 21:30:23,SHIPPED,SOUTH
279,322,2024-05-07 06:04:37,DELIVERED,EAST
280,405,2024-02-26 08:51:43,CANCELLED,EAST
281,534,2024-11-30 11:58:40,DELIVERED,SOUTH
282,24,2023-07-14 00:00:00,DELIVERED,EAST
283,82,2023-11-24 02:40:27,SHIPPED,NORTH
284,98,2023-04-10 02:21:10,RETURNED,WEST
285,562,2023-03-25 14:45:28,PLACED,WEST
286,537,2023-05-10 07:49:47,PLACED,CENTRAL
287,,2023-08-30 05:02:52,PLACED,WEST
288,317,2023-12-23 07:00:35,SHIPPED,EAST
289,454,2025-08-31 04:53:34,PLACED,CENTRAL
290,175,2023-02-14 09:12:54,PLACED,EAST
291,334,2025-01-09 16:20:07,DELIVERED,CENTRAL
292,279,2025-05-02 03:15:00,DELIVERED,CENTRAL
293,182,2025-07-06 19:46:24,DELIVERED,CENTRAL
294,446,2025-03-24 00:00:00,DELIVERED,CENTRAL
295,318,2024-06-23 07:22:20,DELIVERED,SOUTH
296,92,2024-11-17 09:44:46,SHIPPED,WEST
297,267,2023-08-30 21:34:14,SHIPPED,NORTH
298,536,2023-07-31 17:38:57,SHIPPED,WEST
299,548,2023-01-13 22:05:03,DELIVERED,WEST
300,489,2024-04-10 10:17:23,PLACED,WEST
301,300,2025-07-16 09:54:47,SHIPPED,NORTH
302,562,2024-08-03 10:27:12,SHIPPED,CENTRAL
303,448,2024-09-05 05:25:27,SHIPPED,WEST
304,388,2023-12-09 16:16:54,SHIPPED,WEST
305,246,2025-03-13 12:37:08,DELIVERED,CENTRAL
306,279,2024-03-18 05:31:20,DELIVERED,CENTRAL
307,276,2024-10-03 10:10:20,SHIPPED,NORTH
308,,2023-10-11 08:37:57,PLACED,NORTH
309,467,2025-08-17 00:00:00,DELIVERED,CENTRAL
310,504,2023-10-19 17:17:52,SHIPPED,SOUTH
311,51,2025-04-11 01:09:19,PLACED,NORTH
312,289,2024-02-23 04:19:19,PLACED,WEST
313,9,2023-12-28 15:48:16,PLACED,NORTH
314,506,2023-12-04 09:21:31,SHIPPED,EAST
315,511,2024-07-30 22:41:12,DELIVERED,NORTH
316,339,2023-05-05 14:56:01,CANCELLED,SOUTH
317,58,2024-02-18 23:58:24,DELIVERED,NORTH
318,557,2024-12-31 08:20:32,SHIPPED,EAST
319,391,2023-01-20 14:20:22,PLACED,SOUTH
320,395,2024-11-19 02:46:51,SHIPPED,NORTH
321,204,2024-12-16 21:09:37,DELIVERED,NORTH
322,534,2025-10-31 14:34:24,RETURNED,WEST
323,399,2025-11-24 14:00:39,RETURNED,EAST
324,163,2025-09-04 08:56:36,DELIVERED,CENTRAL
325,534,2023-07-09 00:00:00,SHIPPED,EAST
326,204,2024-07-13 21:40:46,CANCELLED,SOUTH
327,116,2024-01-02 13:26:38,DELIVERED,EAST
328,16,2023-09-17 23:38:46,DELIVERED,CENTRAL
329,123,2024-09-06 20:48:10,DELIVERED,NORTH
330,44,2025-06-21 16:07:17,DELIVERED,WEST
331,159,2024-07-30 22:44:44,DELIVERED,SOUTH
332,162,2025-02-15 14:20:20,PLACED,CENTRAL
333,347,2025-08-29 02:37:21,PLACED,EAST
334,158,2025-12-25 11:24:29,DELIVERED,NORTH
335,129,2025-01-27 20:06:03,SHIPPED,CENTRAL
336,356,2024-11-12 12:37:33,DELIVERED,NORTH
337,387,2024-07-10 09:27:07,DELIVERED,EAST
338,41,2025-01-23 00:00:00,DELIVERED,CENTRAL
339,302,2025-04-23 02:35:34,DELIVERED,SOUTH
340,581,2023-10-17 21:56:55,DELIVERED,EAST
341,480,2024-03-03 16:50:23,CANCELLED,CENTRAL
342,568,2023-09-07 02:02:08,PLACED,SOUTH
343,461,2024-04-04 00:00:00,CANCELLED,CENTRAL
344,376,2024-12-06 09:17:29,PLACED,CENTRAL
345,389,2023-10-16 05:13:10,CANCELLED,CENTRAL
346,373,2025-08-21 00:00:00,SHIPPED,NORTH
347,552,2024-08-24 22:42:20,SHIPPED,WEST
348,565,2023-08-28 10:26:21,DELIVERED,EAST
349,,2024-09-28 14:37:12,DELIVERED,NORTH
350,99,2025-03-23 18:19:47,DELIVERED,NORTH
351,133,2023-10-05 12:08:13,CANCELLED,SOUTH
352,110,2025-01-23 23:54:57,SHIPPED,NORTH
353,585,2025-09-23 22:14:10,CANCELLED,WEST
354,539,2025-08-27 07:18:20,DELIVERED,EAST
355,51,2024-07-23 02:40:04,SHIPPED,NORTH
356,14,2023-11-21 06:19:12,DELIVERED,NORTH
357,480,2025-09-19 12:32:30,PLACED,CENTRAL
358,426,2024-07-27 07:52:35,DELIVERED,NORTH
359,273,2025-04-01 19:19:34,PLACED,NORTH
360,312,2023-05-02 01:38:28,RETURNED,CENTRAL
361,100,2023-06-07 05:56:45,DELIVERED,CENTRAL
362,395,2023-10-22 07:35:46,SHIPPED,SOUTH
363,584,2025-08-29 00:00:00,RETURNED,CENTRAL
364,572,2024-10-06 23:12:13,DELIVERED,CENTRAL
365,367,2025-11-13 18:54:19,DELIVERED,WEST
366,107,2023-09-17 03:06:07,DELIVERED,CENTRAL
367,412,2025-02-23 00:18:38,SHIPPED,SOUTH
368,547,2025-07-20 22:28:46,DELIVERED,EAST
369,323,2025-05-04 12:31:07,RETURNED,EAST
370,381,2024-10-02 00:00:00,DELIVERED,WEST
371,,2024-05-17 11:07:27,DELIVERED,CENTRAL
372,559,2023-11-29 07:49:08,DELIVERED,CENTRAL
373,261,2024-07-13 06:05:28,RETURNED,WEST
374,407,2023-01-01 07:17:36,DELIVERED,EAST
375,17,2025-03-15 00:00:00,PLACED,EAST
376,7,2024-04-11 13:15:41,RETURNED,SOUTH
377,323,2023-02-03 17:05:08,DELIVERED,EAST
378,567,2025-03-05 05:34:57,DELIVERED,CENTRAL
379,159,2023-05-27 11:16:44,PLACED,EAST
380,160,2023-08-04 00:13:53,SHIPPED,CENTRAL
381,256,2023-12-28 22:39:05,SHIPPED,EAST
382,95,2025-06-05 05:18:10,DELIVERED,SOUTH
383,80,2024-05-19 09:23:49,DELIVERED,SOUTH
384,500,2025-12-07 05:58:07,DELIVERED,NORTH
385,308,2023-02-28 01:18:50,DELIVERED,CENTRAL
386,,2024-08-15 00:00:00,PLACED,NORTH
387,343,2024-06-24 11:46:41,CANCELLED,WEST
388,427,2023-07-07 06:04:35,CANCELLED,SOUTH
389,,2025-10-11 01:22:18,CANCELLED,NORTH
390,392,2023-03-26 02:02:10,SHIPPED,NORTH
391,327,2025-04-18 00:00:00,DELIVERED,EAST
392,515,2025-12-19 22:42:03,SHIPPED,NORTH
393,403,2024-11-23 05:46:38,DELIVERED,CENTRAL
394,517,2023-05-20 22:32:09,SHIPPED,EAST
395,404,2023-08-18 22:18:08,PLACED,NORTH
396,488,2025-06-06 16:50:57,DELIVERED,CENTRAL
397,409,2024-02-12 20:52:15,PLACED,CENTRAL
398,445,2025-12-20 02:29:55,PLACED,SOUTH
399,493,2025-05-18 00:00:00,SHIPPED,WEST
400,586,2023-11-01 15:06:42,DELIVERED,CENTRAL
401,253,2024-01-12 10:09:41,PLACED,WEST
402,332,2025-11-29 16:52:54,RETURNED,NORTH
403,116,2025-11-09 12:33:50,DELIVERED,EAST
404,357,2023-10-23 21:58:20,SHIPPED,CENTRAL
405,25,2024-04-18 12:28:13,SHIPPED,EAST
406,453,2025-08-26 01:54:53,PLACED,NORTH
407,240,2023-11-07 04:48:15,DELIVERED,SOUTH
408,88,2023-06-24 13:31:19,DELIVERED,SOUTH
409,152,2024-03-22 00:00:00,PLACED,NORTH
410,313,2024-11-30 03:30:41,DELIVERED,EAST
411,215,2025-04-15 00:00:00,SHIPPED,CENTRAL
412,536,2024-02-06 19:28:09,DELIVERED,CENTRAL
413,145,2025-12-15 18:07:49,DELIVERED,NORTH
414,386,2025-06-24 15:59:58,RETURNED,CENTRAL
415,45,2024-02-01 20:06:10,SHIPPED,EAST
416,206,2025-12-18 00:23:49,DELIVERED,NORTH
417,477,2025-10-14 03:08:33,RETURNED,NORTH
418,398,2025-10-22 20:29:00,SHIPPED,EAST
419,111,2023-01-30 15:17:29,SHIPPED,WEST
420,237,2024-08-14 09:34:10,DELIVERED,NORTH
421,324,2025-01-22 21:30:52,CANCELLED,CENTRAL
422,91,2023-10-17 14:08:38,SHIPPED,WEST
423,575,2023-02-03 09:08:52,PLACED,CENTRAL
424,313,2024-06-02 04:22:38,DELIVERED,SOUTH
425,19,2024-06-22 16:53:30,DELIVERED,EAST
426,310,2024-01-02 22:21:06,RETURNED,CENTRAL
427,283,2023-04-07 07:53:20,DELIVERED,WEST
428,31,2025-05-12 01:38:18,RETURNED,SOUTH
429,156,2024-06-14 00:00:00,CANCELLED,SOUTH
430,90,2024-08-16 17:42:51,DELIVERED,CENTRAL
431,233,2024-10-10 07:18:52,SHIPPED,SOUTH
432,437,2024-04-30 06:28:24,RETURNED,EAST
433,460,2025-04-22 07:56:22,PLACED,SOUTH
434,595,2025-04-20 23:08:00,DELIVERED,SOUTH
435,142,2024-04-25 00:17:42,DELIVERED,CENTRAL
436,139,2024-10-30 01:57:32,RETURNED,SOUTH
437,579,2023-09-03 12:27:12,SHIPPED,CENTRAL
438,546,2023-07-03 21:47:53,SHIPPED,SOUTH
439,31,2024-05-10 01:31:44,CANCELLED,WEST
440,422,2024-04-16 05:38:13,DELIVERED,EAST
441,156,2023-10-19 22:40:21,PLACED,SOUTH
442,27,2025-08-08 16:19:39,DELIVERED,CENTRAL
443,581,2025-08-09 06:30:39,SHIPPED,SOUTH
444,237,2025-12-03 19:18:18,PLACED,NORTH
445,489,2023-07-28 07:06:42,DELIVERED,CENTRAL
446,481,2025-10-06 01:40:15,DELIVERED,WEST
447,,2025-02-02 10:25:11,DELIVERED,SOUTH
448,198,2023-12-18 12:04:16,PLACED,NORTH
449,277,2024-10-03 15:23:50,SHIPPED,SOUTH
450,210,2023-04-13 17:44:27,SHIPPED,WEST
451,502,2025-12-04 13:22:49,SHIPPED,WEST
452,253,2024-10-26 04:25:52,DELIVERED,NORTH
453,390,2024-05-01 01:39:50,DELIVERED,CENTRAL
454,550,2025-03-26 22:00:48,DELIVERED,NORTH
455,534,2023-06-19 19:36:24,DELIVERED,NORTH
456,,2024-01-17 00:00:00,DELIVERED,WEST
457,41,2025-05-16 08:35:54,DELIVERED,NORTH
458,195,2024-03-28 00:00:00,DELIVERED,EAST
459,293,2024-12-17 16:16:08,SHIPPED,EAST
460,56,2025-12-07 00:00:00,DELIVERED,SOUTH
461,475,2025-09-30 16:24:36,DELIVERED,CENTRAL
462,116,2023-10-07 06:21:47,DELIVERED,CENTRAL
463,139,2024-09-02 14:35:21,DELIVERED,WEST
464,26,2023-10-05 00:00:00,DELIVERED,SOUTH
465,466,2023-05-21 02:08:29,SHIPPED,SOUTH
466,127,2023-05-22 15:51:21,PLACED,WEST
467,372,2023-05-13 12:27:30,DELIVERED,WEST
468,524,2025-08-08 00:00:00,RETURNED,WEST
469,564,2024-08-14 06:03:28,PLACED,SOUTH
470,344,2025-05-28 11:03:14,CANCELLED,SOUTH
471,167,2023-08-13 15:21:13,SHIPPED,NORTH
472,430,2024-04-23 13:23:29,SHIPPED,WEST
473,296,2025-08-31 03:51:18,SHIPPED,SOUTH
474,208,2023-01-06 11:42:57,DELIVERED,EAST
475,13,2024-12-13 11:26:15,DELIVERED,WEST
476,557,2023-01-09 22:23:45,DELIVERED,WEST
477,244,2023-12-03 21:38:34,DELIVERED,WEST
478,465,2024-09-29 03:33:04,DELIVERED,CENTRAL
479,7,2024-01-16 03:34:05,CANCELLED,EAST
480,571,2023-11-19 13:17:27,PLACED,SOUTH
481,57,2025-10-11 19:55:38,SHIPPED,SOUTH
482,34,2025-11-02 03:26:00,DELIVERED,CENTRAL
