order_item_id,order_id,product_id,quantity,unit_price,discount_percent
189,1022,151,8,767.03,40.86
190,1072,297,3,479.92,18.22
191,591,67,-3,913.5,0.94
192,84,223,5,621.75,49.53
193,253,55,8,538.85,18.35
194,882,361,1,368.18,2.99
195,283,359,5,287.78,47.12
196,1029,159,2,891.45,42.79
197,293,202,7,370.27,35.11
198,166,298,4,551.98,1.93
199,727,255,7,326.22,25.35
200,201,268,-3,836.82,35.82
201,355,447,6,10.05,48.26
202,286,205,5,99.92,8.14
203,1136,205,5,99.92,18.3
204,609,473,3,643.99,22.56
205,895,99,3,149.43,31.59
206,1422,321,6,508.72,28.1
207,876,478,7,392.6,57.69
208,945,29,1,29.3,57.45
209,863,91,3,188.73,36.91
210,620,249,6,573.57,7.64
211,1113,301,1,508.9,45.32
212,805,129,7,532.34,40.2
213,948,531,8,758.09,50.35
214,174,57,5,25.01,49.79
215,1331,110,6,343.05,35.66
216,596,494,6,926.14,51.86
217,249,524,1,65.09,42.09
218,1058,148,8,741.34,8.18
219,1384,159,5,891.45,37.69
220,1473,7,8,296.48,37.42
221,412,118,2,611.7,0.0
222,1237,124,2,201.86,14.83
223,213,486,1,45.7,49.96
224,909,401,1,108.05,55.56
225,615,415,8,650.82,58.96
226,482,267,8,393.64,51.56
227,1264,127,-4,72.98,8.77
228,45,190,3,433.62,49.11
229,1347,247,3,550.12,30.69
230,1433,206,8,42.02,28.83
231,593,103,8,500.4,22.04
232,564,401,7,108.05,41.86
233,220,476,-4,524.33,48.81
234,304,29,5,29.3,27.42
235,1156,399,1,357.59,34.83
236,70,456,1,187.95,54.49
237,727,143,8,674.11,52.95
238,939,284,1,302.59,58.91
239,733,513,4,924.61,20.93
240,1447,538,7,909.27,30.78
241,358,156,6,530.53,39.36
242,1154,348,8,648.93,42.91
243,287,286,5,511.43,55.41
244,140,496,7,263.87,57.75
245,1241,185,5,1046.94,7.77
246,664,357,7,405.4,4.05
247,61,163,4,147.79,5.79
248,218,512,8,196.66,19.42
249,475,243,-1,541.65,53.99
250,357,394,7,534.45,55.34
251,127,257,2,57.04,2.25
252,150,453,6,88.94,36.39
253,61,179,6,280.67,6.46
254,921,387,3,653.12,59.33
255,1176,205,4,99.92,15.15
256,897,293,4,839.56,12.07
257,332,445,4,544.52,5.16
258,50,99,4,149.43,1.99
259,288,6,6,324.02,46.46
260,1164,74,6,725.73,11.12
261,1495,541,8,27.2,11.41
262,425,486,6,45.7,21.39
263,1145,142,2,1030.45,26.33
264,1281,386,2,488.06,34.15
265,261,530,5,651.64,6.05
266,1022,237,1,271.2,36.09
267,678,24,4,368.3,49.28
268,594,258,7,272.72,42.2
269,140,162,5,931.79,4.49
270,1179,248,5,73.67,23.95
271,117,114,-5,530.44,28.26
272,539,31,1,649.98,20.28
273,535,206,6,42.02,53.28
274,122,143,4,674.11,32.83
275,676,64,4,1150.76,29.61
276,1155,37,6,452.15,58.86
277,853,83,8,642.11,56.8
278,555,43,2,141.52,2.14
279,1040,231,6,357.89,25.89
280,622,234,1,235.33,55.87
281,54,201,7,610.31,40.92
282,38,494,1,926.14,23.23
283,773,129,7,532.34,42.08
284,1126,142,2,1030.45,26.28
285,1261,377,6,60.44,11.62
286,895,60,4,98.41,13.92
287,1206,11,4,104.28,24.78
288,1099,47,1,416.79,52.4
289,512,59,2,166.04,3.4
290,899,185,5,1046.94,2.62
291,717,251,5,591.08,7.78
292,815,491,2,365.81,39.4
293,157,257,4,57.04,29.7
294,732,226,8,1203.21,42.79
295,752,300,4,479.04,31.61
296,548,327,2,653.08,3.24
297,842,498,5,339.77,4.71
298,281,534,4,23.78,18.3
299,1133,216,2,513.51,22.34
300,291,37,4,452.15,41.9
301,1332,465,2,85.12,1.28
302,70,277,5,167.72,35.29
303,1505,87,1,398.73,16.75
304,1249,394,8,534.45,1.13
305,784,394,8,534.45,2.66
306,422,389,3,520.13,39.6
307,1091,54,5,737.24,1.88
308,713,27,6,910.96,55.36
309,538,222,1,403.97,20.46
310,1273,445,7,544.52,46.96
311,117,112,7,499.91,57.15
312,1389,295,8,924.66,25.43
313,1473,532,5,475.76,9.75
314,781,479,4,619.25,7.91
315,32,288,5,539.84,5.13
316,1504,303,6,514.9,34.26
317,80,281,6,490.94,16.12
318,514,13,2,489.24,18.41
319,1354,329,5,641.54,50.86
320,909,474,1,703.65,26.39
321,956,38,6,753.99,28.81
322,1140,224,-4,560.87,3.52
323,163,284,6,302.59,57.2
324,1508,185,5,1046.94,45.96
325,566,266,-4,488.98,7.63
326,1291,179,3,280.67,52.27
327,1344,51,4,223.71,6.87
328,79,189,8,452.33,34.79
329,86,234,1,235.33,57.1
330,531,264,1,144.35,40.7
331,724,46,4,607.42,20.98
332,159,520,8,749.82,6.79
333,159,243,4,541.65,19.55
334,761,426,2,95.17,38.51
335,580,147,1,249.69,19.59
336,738,344,7,364.76,53.84
337,768,482,5,994.21,37.31
338,329,378,1,229.79,17.45
339,308,27,2,910.96,36.54
340,642,524,6,65.09,56.4
341,776,34,3,926.93,22.87
342,1330,81,2,514.28,57.52
343,460,516,0,52.97,59.87
344,1291,429,2,450.74,50.86
345,1081,53,8,502.0,39.55
346,1066,452,6,824.44,16.15
347,1179,301,4,508.9,19.72
348,742,237,8,271.2,18.89
349,237,247,8,550.12,43.97
350,840,371,2,415.69,21.12
351,1036,79,6,277.89,39.2
352,1240,236,8,106.95,47.18
353,471,129,4,532.34,46.59
354,835,142,5,1030.45,47.75
355,700,322,-1,441.28,4.89
356,863,518,3,655.09,34.56
357,1296,203,3,674.86,52.58
358,32,171,2,519.53,25.12
359,1136,482,2,994.21,7.58
360,70,442,1,778.29,41.4
361,150,136,7,351.32,54.26
362,726,131,7,104.36,41.82
363,495,301,2,508.9,20.21
364,690,111,1,389.21,4.43
365,727,460,7,202.78,37.85
366,893,297,8,479.92,42.01
367,376,522,2,678.69,9.14
368,16,379,8,308.55,22.76
369,899,181,5,141.75,56.69
370,199,238,5,698.43,29.6
371,99,531,7,758.09,17.12
372,787,327,3,653.08,57.21
373,86,216,7,513.51,31.15
374,1178,322,2,441.28,20.84
375,340,122,5,412.03,16.43
376,899,230,3,334.04,17.31
377,532,109,4,631.4,39.99
378,289,99,4,149.43,33.13
379,1042,173,1,762.47,35.9
380,82,200,1,870.63,29.3
381,53,379,4,308.55,16.91
382,1170,437,8,780.42,31.25
383,930,303,-1,514.9,42.98
384,246,456,7,187.95,29.6
385,178,141,5,321.09,43.9
386,239,363,2,135.66,44.66
387,456,77,6,975.2,9.4
388,687,283,-4,201.23,37.84
389,1051,76,6,540.97,53.54
390,79,444,2,528.6,55.94
391,1068,326,4,827.26,50.49
392,1354,37,1,452.15,14.75
393,1201,386,4,488.06,40.4
394,544,482,3,994.21,29.07
395,384,509,5,207.15,7.91
396,1301,91,4,188.73,0.19
397,138,503,4,317.28,42.6
398,80,429,5,450.74,36.8
399,1293,241,6,324.85,29.05
400,1346,185,5,1046.94,50.44
401,599,497,8,116.08,47.8
402,804,366,8,1089.0,17.73
403,449,116,5,729.38,25.18
404,916,334,4,382.13,39.75
405,238,181,8,141.75,57.38
406,1353,117,0,301.63,20.85
407,816,132,8,419.43,50.41
408,1002,422,4,465.77,1.74
409,549,520,4,749.82,53.39
410,838,63,6,272.84,15.7
411,651,422,7,465.77,48.54
412,871,409,5,517.88,54.74
413,550,498,4,339.77,20.39
414,94,316,8,80.74,24.59
415,1173,171,4,519.53,46.77
416,226,338,3,208.12,36.3
417,41,22,7,599.31,5.42
418,1444,342,6,1141.78,46.01
419,1133,65,1,456.34,31.12
420,742,549,4,244.49,59.11
421,1098,406,4,869.72,17.41
422,331,383,0,628.55,19.89
423,442,255,1,326.22,2.16
424,42,540,2,44.0,30.09
425,994,44,3,234.93,16.99
426,50,236,4,106.95,2.03
427,254,387,7,653.12,7.87
428,553,87,2,398.73,4.43
429,1479,426,1,95.17,0.88
430,1110,156,2,530.53,44.15
431,802,199,5,621.12,47.09
432,871,525,1,510.78,18.13
433,940,208,2,150.86,15.86
434,1344,483,-4,211.02,17.47
435,191,228,7,505.94,33.66
436,990,292,4,448.62,22.94
437,1018,404,6,499.73,45.76
438,1464,111,0,389.21,27.14
439,1184,26,7,650.29,46.27
440,916,379,8,308.55,33.79
441,1317,319,6,236.54,8.63
442,1291,86,2,817.8,33.65
443,426,502,-5,572.97,15.0
444,290,413,8,387.59,31.4
445,1161,239,1,950.99,46.04
446,517,422,5,465.77,44.43
447,309,38,6,753.99,41.34
448,1227,417,1,350.58,16.09
449,429,501,8,288.88,18.78
450,1336,242,6,754.88,27.68
451,990,527,-5,641.18,51.52
452,167,108,7,755.33,41.96
453,770,131,1,104.36,9.73
454,249,171,4,519.53,26.26
455,233,40,7,458.7,29.71
456,1283,538,8,909.27,8.39
457,1121,429,7,450.74,0.56
458,241,446,5,1159.67,43.2
459,1386,278,6,447.86,36.91
460,762,170,3,69.87,17.41
461,1403,210,6,1098.72,31.16
462,515,484,-4,570.19,12.64
463,677,139,3,200.77,31.46
464,971,11,6,104.28,24.98
465,308,482,2,994.21,59.6
466,12,320,4,732.03,11.96
467,193,470,6,434.32,5.68
468,1280,480,3,644.37,4.01
469,1304,232,6,402.16,37.73
470,395,282,5,231.0,49.25
471,873,314,6,1034.96,37.47
472,826,261,4,881.56,4.65
473,313,106,4,896.67,16.8
474,539,105,3,99.83,47.81
475,1203,393,6,516.25,34.54
476,1213,284,8,302.59,12.56
477,6,238,4,698.43,5.48
478,1260,151,3,767.03,9.89
479,1,332,2,608.87,53.76
480,107,141,8,321.09,25.52
481,967,335,5,829.52,30.02
482,241,247,7,550.12,22.64
483,790,486,6,45.7,18.71
484,1070,325,2,571.99,53.0
485,439,171,5,519.53,42.68
486,896,453,8,88.94,41.71
487,514,124,7,201.86,39.13
488,365,26,6,650.29,51.32
489,1373,355,7,924.55,12.83
490,1147,196,7,405.61,22.45
491,22,201,8,610.31,21.66
492,400,6,5,324.02,19.71
493,756,260,1,719.24,36.41
494,69,282,8,231.0,23.9
495,1425,260,5,719.24,37.52
496,1172,32,8,745.78,59.83
497,1295,466,8,447.46,10.43
498,1327,107,1,348.01,22.17
499,1256,157,3,837.89,52.25
500,270,85,7,538.5,50.04
501,245,58,8,793.09,38.25
502,128,322,2,441.28,51.47
503,569,199,1,621.12,19.96
504,1377,325,3,571.99,54.34
505,1202,376,1,299.58,56.43
506,826,427,1,484.25,3.9
507,1028,152,5,216.06,5.04
508,909,46,5,607.42,36.51
509,1411,518,7,655.09,10.38
510,7,319,5,236.54,33.63
511,242,350,8,526.07,34.09
512,1427,89,8,393.93,5.29
513,186,187,2,43.24,11.14
514,1211,21,3,416.35,47.32
515,446,384,8,578.03,4.88
516,1484,253,5,551.51,50.24
517,1316,196,3,405.61,18.63
518,777,294,3,368.91,16.74
519,1158,324,-4,75.12,13.56
520,386,280,4,303.13,10.63
521,605,266,8,488.98,15.87
522,1004,364,6,1176.93,20.93
523,1315,536,8,896.36,49.77
524,1408,175,1,496.9,56.98
525,1199,395,3,91.05,32.28
526,432,445,6,544.52,38.76
527,1397,296,4,1082.41,20.53
528,1032,276,2,459.84,30.8
529,432,265,4,546.41,28.06
530,65,119,3,50.56,28.51
531,957,331,6,108.7,33.83
532,1349,35,6,771.63,42.08
533,1290,368,1,718.95,9.53
534,974,343,6,345.86,38.87
535,206,192,6,559.49,18.38
536,957,191,1,91.85,26.34
537,1263,468,7,646.66,43.86
538,970,250,5,148.21,136.45
539,1231,346,8,597.42,40.71
540,615,42,4,584.69,45.79
541,1039,111,7,389.21,25.55
542,552,411,1,640.09,9.84
543,341,308,4,142.62,57.09
544,1164,143,3,674.11,39.8
545,111,93,5,163.23,47.57
546,290,355,8,924.55,23.76
547,944,1,3,989.47,12.02
548,353,309,5,620.85,4.82
549,484,209,7,553.34,5.41
550,502,158,6,459.3,0.3
551,327,353,2,460.9,28.25
552,1407,404,4,499.73,54.77
553,1369,386,8,488.06,42.37
554,197,397,3,359.7,19.1
555,274,410,6,126.2,53.88
556,1382,435,7,256.72,32.05
557,711,501,1,288.88,13.3
558,1247,183,4,692.99,22.15
559,697,514,0,540.01,49.39
560,1251,408,2,16.94,38.73
561,283,512,4,196.66,2.65
562,619,446,2,1159.67,20.38
563,1340,185,7,1046.94,9.04
564,638,397,8,359.7,2.09
565,864,184,3,736.17,23.89
566,1060,109,8,631.4,48.37
567,710,104,7,534.46,48.21
568,26,165,6,258.66,7.72
569,1039,394,8,534.45,0.7
570,1340,412,7,15.54,46.28
571,621,436,5,167.07,44.52
572,238,462,6,402.36,46.86
573,1459,344,6,364.76,6.7
574,1503,435,7,256.72,52.22
575,164,154,1,474.8,20.23
576,1450,265,4,546.41,30.89
577,1259,466,7,447.46,103.38
578,577,41,2,191.74,52.07
579,1508,376,1,299.58,53.35
580,1406,379,5,308.55,25.54
581,1383,304,1,108.45,32.56
582,367,301,6,508.9,25.02
583,915,333,5,324.53,38.16
584,1221,115,6,640.65,43.91
585,1089,406,4,869.72,10.51
586,1096,97,3,513.84,43.61
587,1297,506,7,730.42,53.56
588,708,470,4,434.32,55.13
589,1073,470,1,434.32,4.59
590,764,40,3,458.7,36.56
591,1483,104,7,534.46,30.76
592,1486,81,6,514.28,55.65
593,619,433,7,571.22,1.34
594,527,82,7,279.68,57.91
595,393,268,5,836.82,36.93
596,1105,250,1,148.21,22.45
597,969,221,7,600.61,16.49
598,1411,191,5,91.85,30.09
599,94,409,3,517.88,40.69
600,559,6,7,324.02,12.43
601,849,133,5,124.66,16.02
602,1510,326,2,827.26,13.28
603,38,333,4,324.53,3.82
604,590,472,7,196.9,38.09
605,674,399,8,357.59,55.79
606,26,352,6,492.55,19.18
607,911,156,8,530.53,51.26
608,1022,216,3,513.51,40.38
609,524,413,1,387.59,39.64
610,1171,81,8,514.28,33.68
611,708,86,4,817.8,44.88
612,1085,379,5,308.55,17.51
613,646,463,8,27.61,1.77
614,1510,171,6,519.53,33.89
615,851,24,5,368.3,33.39
616,1006,241,7,324.85,55.27
617,270,388,2,1023.21,5.82
618,448,217,2,1029.71,34.24
619,366,163,7,147.79,33.0
620,721,223,7,621.75,54.03
621,572,328,6,739.71,37.82
622,1361,326,7,827.26,13.51
623,828,507,8,999.0,17.18
624,921,161,3,721.67,24.0
625,7,546,6,242.35,45.78
626,1344,177,2,43.42,23.0
627,1338,429,7,450.74,24.62
628,1304,30,4,455.1,8.31
629,1270,516,2,52.97,35.97
630,1500,419,1,327.13,19.5
631,512,171,8,519.53,41.06
632,759,24,7,368.3,33.12
633,396,166,8,667.92,22.14
634,491,180,8,707.0,56.23
635,410,331,3,108.7,17.58
636,64,212,8,672.16,27.55
637,1401,455,4,967.31,47.81
638,945,513,2,924.61,48.22
639,679,164,4,431.75,27.73
640,144,8,1,396.21,40.92
641,833,533,8,785.4,51.73
642,145,428,5,71.35,53.0
643,1101,124,1,201.86,26.31
644,1487,62,5,733.49,48.7
645,1486,41,6,191.74,23.97
646,1048,451,7,533.64,47.25
647,213,150,5,10.34,45.48
648,1510,115,3,640.65,21.99
649,1345,348,0,648.93,8.52
650,498,495,-2,742.02,15.87
651,676,76,8,540.97,53.95
652,1007,251,5,591.08,20.55
653,1412,456,6,187.95,47.24
654,1433,265,-5,546.41,16.52
655,74,144,3,232.57,31.31
656,54,227,0,215.26,52.81
657,1155,372,5,732.62,18.4
658,1467,163,5,147.79,28.52
659,901,302,3,405.68,44.62
660,1424,132,3,419.43,130.77
661,787,264,4,144.35,1.68
662,434,311,3,533.05,35.05
663,532,373,7,106.7,28.62
664,349,353,3,460.9,35.23
665,1027,322,6,441.28,22.68
666,994,174,8,364.75,10.52
667,778,15,2,726.9,20.54
668,634,212,-2,672.16,9.01
669,1247,123,4,780.61,21.39
670,941,13,4,489.24,44.48
671,745,34,7,926.93,37.58
672,675,520,2,749.82,16.29
673,1096,82,1,279.68,26.8
674,1071,254,4,138.94,15.36
675,375,251,4,591.08,41.38
676,935,182,1,311.54,58.76
677,545,285,2,70.15,44.59
678,131,136,-5,351.32,18.17
679,426,234,4,235.33,35.14
680,1191,489,8,504.43,5.9
681,105,327,2,653.08,11.79
682,239,453,2,88.94,28.56
683,205,221,8,600.61,18.0
684,20,441,2,252.78,43.2
685,907,200,8,870.63,59.53
686,516,417,5,350.58,29.56
687,362,337,-5,433.49,29.0
688,582,307,5,577.22,52.04
689,510,350,5,526.07,40.67
690,1031,317,8,599.24,6.69
691,374,500,1,625.16,19.15
692,1044,482,8,994.21,9.79
693,135,443,5,723.44,5.67
694,908,351,3,785.92,11.62
695,223,238,4,698.43,18.43
696,626,328,8,739.71,6.18
697,615,216,3,513.51,19.43
698,394,406,3,869.72,51.14
699,1250,161,0,721.67,19.54
700,1058,486,7,45.7,46.79
701,552,235,5,243.05,28.32
702,622,380,3,136.02,18.37
703,1489,363,6,135.66,26.98
704,872,403,7,571.36,0.34
705,828,57,7,25.01,21.22
706,287,468,5,646.66,1.17
707,1443,208,4,150.86,39.72
708,525,302,6,405.68,1.42
709,876,392,6,1151.89,33.48
710,409,221,8,600.61,51.38
711,219,77,4,975.2,9.63
712,1481,492,8,166.22,57.12
713,95,400,8,498.46,14.99
714,1243,385,1,743.02,6.09
715,1310,351,5,785.92,32.27
716,898,292,2,448.62,28.31
717,152,333,7,324.53,49.46
718,309,307,4,577.22,33.71
719,898,252,6,681.09,34.36
720,1354,267,5,393.64,41.37
721,288,70,6,643.04,57.43
722,740,457,-2,83.72,11.05
723,960,234,8,235.33,21.73
724,408,266,5,488.98,36.22
725,48,144,2,232.57,38.53
726,876,406,8,869.72,47.89
727,1083,62,6,733.49,0.97
728,896,33,6,55.27,47.41
729,1008,290,6,239.86,38.06
730,155,95,2,336.58,31.91
731,1052,90,8,731.17,36.6
732,391,75,7,37.45,49.07
733,954,463,3,27.61,39.03
734,150,187,6,43.24,27.24
735,1419,443,1,723.44,24.09
736,602,7,7,296.48,1.13
737,462,331,7,108.7,9.03
738,457,335,8,829.52,39.22
739,411,364,3,1176.93,11.33
740,304,212,5,672.16,10.9
741,54,547,1,835.62,46.77
742,1107,357,2,405.4,19.65
743,646,236,4,106.95,12.1
744,335,435,5,256.72,13.98
745,445,364,1,1176.93,8.24
746,901,127,7,72.98,1.53
747,428,390,1,431.42,26.81
748,1507,204,4,569.01,46.26
749,1209,128,2,192.37,58.15
750,1038,529,2,364.66,9.77
751,430,124,8,201.86,44.44
752,734,325,7,571.99,11.46
753,186,520,6,749.82,28.68
754,1042,115,8,640.65,0.97
755,779,431,7,920.92,57.69
756,205,364,6,1176.93,56.74
757,134,445,5,544.52,13.76
758,1437,87,7,398.73,52.56
759,33,282,6,231.0,2.72
760,510,182,1,311.54,7.68
761,319,144,8,232.57,45.74
762,126,215,5,390.74,22.3
763,850,162,7,931.79,10.35
764,1063,156,3,530.53,21.9
765,225,167,-1,402.96,29.85
766,627,414,6,979.59,54.54
767,544,329,1,641.54,47.0
768,680,30,8,455.1,2.05
769,296,418,1,397.9,32.37
770,1226,538,3,909.27,9.49
771,31,358,4,113.21,5.53
772,136,116,8,729.38,27.87
773,851,550,8,879.34,8.06
774,1236,1,5,989.47,28.57
775,527,132,6,419.43,39.38
776,749,99,8,149.43,29.57
777,1170,201,3,610.31,13.16
778,266,147,4,249.69,39.55
779,195,414,5,979.59,53.22
780,216,256,4,258.36,15.04
781,1496,309,-3,620.85,42.63
782,947,533,5,785.4,45.59
783,270,336,7,555.73,22.49
784,298,36,7,300.79,37.91
785,406,187,1,43.24,8.58
786,70,244,3,792.3,23.81
787,24,493,8,247.59,51.46
788,385,416,8,808.16,59.56
789,929,270,8,837.98,7.07
790,573,527,6,641.18,20.24
791,382,262,6,432.31,48.42
792,999,468,2,646.66,40.08
793,702,532,5,475.76,3.79
794,749,437,1,780.42,57.89
795,259,97,4,513.84,58.51
796,228,124,5,201.86,7.58
797,712,315,8,119.55,26.17
798,170,517,3,733.19,23.85
799,1047,200,3,870.63,50.4
800,455,18,4,631.8,44.0
801,725,539,3,56.79,33.77
802,1087,538,1,909.27,48.02
803,743,236,3,106.95,22.47
804,206,170,4,69.87,50.59
805,1467,156,7,530.53,51.5
806,571,51,7,223.71,17.79
807,1069,432,8,668.64,28.08
808,279,308,1,142.62,4.49
809,1451,320,4,732.03,55.38
810,1256,69,-1,11.06,45.31
811,288,148,8,741.34,49.35
812,497,401,3,108.05,38.77
813,801,199,4,621.12,50.06
814,145,232,5,402.16,8.43
815,823,127,3,72.98,12.35
816,292,283,6,201.23,0.65
817,241,534,5,23.78,31.45
818,1288,483,4,211.02,39.63
819,612,128,8,192.37,9.22
820,1475,350,5,526.07,56.97
821,84,391,5,415.59,6.77
822,956,437,3,780.42,52.57
823,1417,499,5,566.77,13.48
824,212,91,6,188.73,14.48
825,1362,507,7,999.0,25.3
826,1307,108,5,755.33,50.54
827,565,258,6,272.72,25.18
828,515,366,2,1089.0,0.78
829,1461,498,4,339.77,35.15
830,454,445,5,544.52,6.24
831,1452,500,7,625.16,36.4
832,1368,392,1,1151.89,36.1
833,1210,101,2,1154.16,7.05
834,489,370,7,681.23,48.92
835,1472,41,6,191.74,38.83
836,902,472,1,196.9,56.41
837,1287,443,1,723.44,12.96
838,371,25,6,441.24,5.93
839,845,30,-4,455.1,50.97
840,520,368,6,718.95,21.14
841,510,284,8,302.59,47.02
842,665,470,5,434.32,46.12
843,329,215,0,390.74,33.51
844,1121,330,7,757.46,45.2
845,353,512,2,196.66,20.03
846,1263,234,6,235.33,49.72
847,208,93,7,163.23,18.78
848,1019,191,7,91.85,12.13
849,1449,498,6,339.77,20.22
